timestamp,symbol,side,price,quantity,strategy,reason,balance_after_trade
2025-10-13 22:45:37,BTC/USDT,buy,111758.67,0.00022120763930369458,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.17
2025-10-13 22:45:37,BTC/USDT,sell,111894.28,0.00022120763930369458,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.92
2025-10-13 22:45:37,BTC/USDT,buy,111586.98,0.00022161520147253853,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.19
2025-10-13 22:45:37,BTC/USDT,sell,112708.41,0.00022161520147253853,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.17
2025-10-13 22:45:37,BTC/USDT,buy,113572.39,0.0002182881115582666,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.37
2025-10-13 22:45:37,BTC/USDT,sell,113961.96,0.0002182881115582666,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.25
2025-10-13 22:45:37,BTC/USDT,buy,113870.2,0.00021790391307966353,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.44
2025-10-13 22:45:37,BTC/USDT,sell,114030.49,0.00021790391307966353,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.29
2025-10-13 22:45:37,BTC/USDT,buy,114920.05,0.00021598923875964886,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.46
2025-10-13 22:45:37,BTC/USDT,sell,115289.79,0.00021598923875964886,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.37
2025-10-13 22:45:37,BTC/USDT,buy,114501.15,0.0002169537955121458,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.52
2025-10-13 22:45:37,BTC/USDT,sell,115310.85,0.0002169537955121458,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.54
2025-10-13 22:45:37,BTC/USDT,buy,114888.71,0.00021660418987263483,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.66
2025-10-13 22:45:37,BTC/USDT,sell,115283.82,0.00021660418987263483,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.63
